Food_Item,Category,Calories,Protein_g,Fat_g,Carbs_g,Fiber_g,Vitamin_A_mcg,Vitamin_C_mg,Vitamin_D_IU,Vitamin_B12_mcg,Iron_mg,Calcium_mg,Zinc_mg,Folate_mcg,Magnesium_mg,Tags,Allergens,Health_Benefits
Cashews (90g),Nut,303.8,1.3,26.0,33.8,4.7,136.6,6.5,189.9,1.71,6.6,27.6,4.2,244.7,61.1,Vegetarian,None,Improves Digestion
Chicken Breast (120g),Meat,132.7,10.0,29.8,58.8,4.0,436.7,74.7,106.7,2.15,3.4,76.6,1.6,19.1,138.5,Vegan,Soy,Boosts Immunity
Bottle Gourd (108g),Vegetable,295.0,7.5,27.2,50.7,4.3,138.6,22.9,366.7,2.29,2.7,134.0,4.1,88.1,82.6,High-Protein,None,Heart Healthy
Guava (119g),Fruit,146.1,17.8,16.6,1.9,8.3,604.8,72.0,267.8,0.58,6.0,52.7,2.3,203.4,100.9,Diabetic-Friendly,Nuts,Energy Boost
Mushroom (117g),Fungus,266.8,14.9,15.5,10.1,10.7,552.8,5.5,397.3,0.75,5.8,48.5,2.4,113.3,70.2,Vegetarian,Gluten,Heart Healthy
Milk (Cow) (82g),Dairy,489.9,21.6,29.6,32.9,11.6,568.7,15.8,52.9,0.49,5.6,75.7,2.3,211.0,39.5,Vegan,Dairy,Boosts Immunity
Muskmelon (115g),Fruit,310.0,10.1,24.5,56.7,6.9,786.7,46.5,205.9,0.12,5.8,278.0,0.9,52.8,123.4,Vegan,Dairy,Supports Bone Health
Banana (80g),Fruit,29.4,17.4,11.6,26.6,1.6,728.1,45.7,252.6,1.61,5.6,242.6,2.5,157.6,6.6,Vegan,Gluten,Supports Bone Health
Fish (Rohu) (104g),Seafood,482.2,7.6,27.5,14.9,6.7,742.9,58.5,256.5,0.2,5.2,23.7,2.5,171.4,113.9,Diabetic-Friendly,Dairy,Supports Bone Health
Egg (99g),Protein,257.0,24.6,9.6,40.9,1.4,3.9,66.0,397.8,1.1,7.5,275.6,0.1,327.9,45.4,High-Protein,Soy,Heart Healthy
Beetroot (84g),Vegetable,212.2,22.6,1.5,26.5,10.8,312.6,24.2,29.5,2.17,4.0,117.6,4.4,285.0,107.1,Vegetarian,Gluten,Boosts Immunity
Beetroot (114g),Vegetable,207.9,10.3,24.6,55.1,3.4,495.3,3.8,246.1,0.88,5.7,66.4,2.2,84.9,85.3,Low-Fat,Soy,Energy Boost
Mushroom (119g),Fungus,255.0,10.0,13.8,1.9,3.0,347.3,50.0,359.1,1.36,4.8,298.6,3.3,196.7,94.1,High-Protein,None,Improves Digestion
Papaya (107g),Fruit,124.8,11.6,2.4,27.8,4.6,554.9,21.3,8.9,0.21,4.4,213.4,4.9,184.5,144.7,Diabetic-Friendly,Soy,Energy Boost
Banana (104g),Fruit,28.5,24.5,16.6,1.3,11.3,718.0,33.2,55.7,0.17,4.7,107.3,1.6,383.1,71.8,Low-Fat,Gluten,Boosts Immunity
Carrot (111g),Vegetable,192.1,15.3,23.5,6.7,8.1,668.0,49.6,112.1,1.46,6.0,282.6,2.2,74.9,25.4,Low-Fat,Gluten,Energy Boost
Papaya (84g),Fruit,280.6,20.4,26.5,54.9,3.3,585.4,24.0,52.8,1.98,3.5,95.2,2.5,334.8,51.2,Diabetic-Friendly,Dairy,Boosts Immunity
Mushroom (89g),Fungus,93.3,21.8,15.0,1.0,7.0,750.5,4.5,252.8,0.53,7.1,109.2,1.4,25.9,29.9,Vegetarian,Gluten,Heart Healthy
Banana (112g),Fruit,114.5,14.2,9.9,43.5,9.5,5.0,8.0,208.1,2.27,8.2,63.0,3.5,288.2,39.9,Vegetarian,Nuts,Boosts Immunity
Fish (Pomfret) (114g),Seafood,556.0,20.0,11.3,29.4,0.9,281.8,50.6,279.2,2.28,1.0,176.6,4.9,246.1,127.4,Vegan,None,Improves Digestion
Banana (107g),Fruit,66.9,22.1,22.3,14.4,9.8,635.4,4.8,227.8,0.48,0.4,30.6,2.2,129.0,7.1,Low-Fat,Gluten,Boosts Immunity
Green Peas (116g),Legume,475.4,14.3,9.9,18.3,9.8,113.5,51.1,187.3,1.42,5.8,260.9,2.1,56.9,42.3,Low-Fat,None,Heart Healthy
Chapati (Whole Wheat) (119g),Grain,480.0,13.1,4.3,29.0,9.7,648.9,7.4,360.7,1.74,0.8,84.8,0.3,144.0,86.4,Diabetic-Friendly,Nuts,Supports Bone Health
Banana (84g),Fruit,291.6,7.8,29.1,47.2,8.8,350.8,47.2,352.5,0.58,8.7,53.9,2.7,165.2,44.6,Diabetic-Friendly,Nuts,Boosts Immunity
Brinjal (108g),Vegetable,132.4,13.9,29.7,59.8,10.7,744.8,45.3,218.9,2.32,3.2,76.1,4.6,320.1,96.4,High-Protein,Nuts,Supports Bone Health
Soybeans (83g),Legume,211.9,1.8,24.5,55.7,8.5,315.4,40.4,134.2,0.19,9.6,56.2,2.9,293.0,6.4,Vegan,Soy,Improves Digestion
Egg (86g),Protein,44.7,15.9,9.4,2.6,11.9,82.3,21.0,380.4,2.39,4.7,157.2,2.0,242.4,104.6,Vegetarian,Gluten,Improves Digestion
Beetroot (104g),Vegetable,51.3,17.7,5.1,2.4,8.7,297.4,21.0,327.0,2.24,7.0,34.1,1.0,5.3,17.0,Vegetarian,Dairy,Heart Healthy
Egg (116g),Protein,227.3,24.1,0.4,51.7,9.2,560.0,4.6,127.8,0.81,8.6,279.8,4.5,142.1,120.7,Diabetic-Friendly,Gluten,Heart Healthy
Watermelon (119g),Fruit,217.1,11.2,1.4,50.3,1.4,354.9,17.2,51.7,1.43,0.6,112.6,3.7,271.3,98.4,Vegetarian,None,Boosts Immunity
Spinach (105g),Vegetable,187.0,17.1,6.6,18.9,8.7,163.4,80.8,47.4,0.67,1.3,19.1,1.2,23.0,93.7,High-Protein,None,Boosts Immunity
Soybeans (99g),Legume,383.6,22.8,28.7,59.4,4.2,492.7,80.3,383.9,0.86,7.6,80.7,1.9,229.0,26.2,High-Protein,Nuts,Boosts Immunity
Chickpeas (83g),Legume,256.4,12.4,28.2,1.8,0.4,457.4,84.9,363.5,1.31,0.8,122.2,2.3,108.8,117.9,Vegetarian,Nuts,Energy Boost
Almonds (88g),Nut,435.7,23.9,19.9,34.6,3.6,465.3,86.7,150.0,0.54,0.1,152.3,1.9,340.0,27.8,High-Protein,None,Supports Bone Health
Mango (120g),Fruit,221.8,0.8,14.8,59.1,3.9,104.9,35.2,114.3,1.1,2.6,178.8,3.2,266.3,88.0,Vegetarian,Dairy,Supports Bone Health
Groundnuts (101g),Nut,516.5,2.2,22.1,2.9,0.7,716.1,38.0,270.7,0.85,0.2,231.6,2.8,365.8,79.0,Vegetarian,None,Supports Bone Health
Tomato (85g),Vegetable,242.7,11.4,23.9,37.4,0.3,717.2,30.1,390.1,2.19,3.4,264.2,2.9,317.0,83.7,High-Protein,Soy,Supports Bone Health
Chapati (Whole Wheat) (90g),Grain,364.2,15.0,12.8,10.9,0.7,762.6,21.6,268.4,2.12,8.0,266.6,0.8,151.2,80.5,Vegan,Gluten,Heart Healthy
Cucumber (81g),Vegetable,423.0,3.6,27.2,7.8,9.7,673.6,20.3,300.8,0.01,2.0,213.1,0.9,260.6,93.2,Vegetarian,None,Improves Digestion
Rajma (Kidney Beans) (87g),Legume,322.9,22.8,21.7,41.5,6.9,347.6,69.6,201.3,0.51,3.8,169.6,0.5,237.5,50.4,Low-Fat,Nuts,Supports Bone Health
Cabbage (104g),Vegetable,342.5,1.6,1.6,59.6,4.2,189.8,48.1,323.3,1.45,2.2,168.8,1.9,377.3,78.7,Diabetic-Friendly,Nuts,Supports Bone Health
Green Peas (97g),Legume,212.4,22.1,26.0,39.8,11.9,111.3,65.0,190.7,0.0,1.9,72.0,1.5,55.3,139.4,Vegetarian,Dairy,Supports Bone Health
Brown Rice (96g),Grain,71.4,7.3,29.6,39.6,8.8,739.7,77.4,299.1,0.16,9.7,287.4,2.9,285.7,106.7,Vegetarian,None,Supports Bone Health
Chickpeas (120g),Legume,140.6,1.7,28.1,42.1,2.8,105.8,64.5,199.2,2.04,1.4,264.0,1.3,288.6,11.0,Vegetarian,Soy,Boosts Immunity
Bitter Gourd (101g),Vegetable,534.1,10.5,11.9,1.2,11.8,46.9,64.4,237.9,2.24,4.5,143.3,2.0,235.9,93.6,Vegetarian,Dairy,Boosts Immunity
Lentils (Toor Dal) (90g),Legume,594.6,2.7,20.5,49.0,11.7,60.1,26.9,346.1,0.1,9.5,178.8,4.8,91.2,141.9,Vegan,Gluten,Supports Bone Health
Soybeans (97g),Legume,58.8,10.0,4.9,34.5,9.7,163.2,10.7,194.7,1.2,3.7,171.6,1.9,337.3,127.0,Low-Fat,Nuts,Boosts Immunity
Fish (Pomfret) (94g),Seafood,426.2,23.3,2.6,31.2,4.8,290.0,27.3,114.8,1.83,2.6,200.2,2.3,175.4,147.1,High-Protein,Soy,Supports Bone Health
Milk (Cow) (116g),Dairy,261.8,0.7,19.5,23.2,5.6,104.5,15.2,53.9,2.12,1.3,95.7,0.8,90.5,64.6,Vegetarian,Gluten,Energy Boost
Egg (97g),Protein,410.6,3.0,15.5,31.3,10.7,32.4,66.1,379.7,1.43,6.9,38.4,3.2,166.0,97.7,High-Protein,None,Energy Boost
Mushroom (104g),Fungus,172.9,5.4,10.2,15.1,1.8,772.6,89.0,378.9,2.34,1.9,116.0,0.4,215.0,37.6,High-Protein,Dairy,Boosts Immunity
Paneer (84g),Dairy,65.6,20.9,25.5,32.2,5.0,299.7,64.7,147.9,1.12,7.3,275.7,2.9,111.1,53.0,Low-Fat,Nuts,Energy Boost
Almonds (120g),Nut,214.6,5.4,29.0,26.8,6.9,792.9,24.4,154.7,1.75,7.8,120.9,4.1,175.2,136.4,Vegetarian,None,Supports Bone Health
Chicken Breast (98g),Meat,234.6,13.6,27.3,34.8,11.1,749.5,82.5,122.5,0.21,3.5,230.5,3.0,132.6,141.3,Diabetic-Friendly,Nuts,Heart Healthy
Groundnuts (108g),Nut,125.4,21.4,7.3,27.7,11.8,110.2,33.1,287.0,2.37,2.7,121.6,4.7,117.9,149.7,High-Protein,Soy,Energy Boost
Apple (95g),Fruit,479.7,4.4,12.5,7.9,9.4,709.0,19.2,323.8,1.09,4.2,200.8,2.3,46.2,136.6,Vegan,None,Energy Boost
Muskmelon (87g),Fruit,307.5,13.5,10.8,10.9,11.2,64.4,65.7,178.7,2.2,5.6,102.3,1.1,327.2,100.4,Vegetarian,Nuts,Energy Boost
Cucumber (96g),Vegetable,174.9,17.2,26.7,30.4,1.5,156.0,86.8,347.9,2.24,6.8,210.5,2.1,139.9,112.6,Vegetarian,Dairy,Heart Healthy
Cucumber (108g),Vegetable,96.6,11.0,20.5,25.0,2.5,3.7,25.1,24.8,1.99,9.3,192.5,1.8,65.2,68.7,Diabetic-Friendly,None,Boosts Immunity
Fish (Rohu) (100g),Seafood,396.5,16.6,1.5,2.5,2.0,685.2,16.0,51.2,0.74,3.3,202.1,4.7,52.4,8.8,High-Protein,Dairy,Energy Boost
Tomato (93g),Vegetable,462.6,13.5,18.9,6.1,11.9,726.8,17.9,79.2,1.49,3.6,54.7,3.9,74.5,109.5,Diabetic-Friendly,Dairy,Energy Boost
Watermelon (111g),Fruit,474.8,8.9,21.6,58.0,4.4,714.7,59.3,85.3,0.56,1.8,195.6,3.9,179.9,106.4,Vegetarian,Soy,Energy Boost
Guava (91g),Fruit,20.8,9.4,14.3,41.9,10.8,665.4,70.4,90.2,0.54,4.3,157.1,4.9,190.5,18.3,Vegan,Soy,Heart Healthy
Chickpeas (112g),Legume,128.7,15.4,23.7,8.1,6.2,127.6,76.8,152.5,0.24,5.0,55.2,0.6,259.7,143.1,Diabetic-Friendly,Dairy,Energy Boost
Tofu (120g),Soy Product,577.9,17.8,28.9,30.1,9.6,504.6,83.1,304.8,1.28,2.7,126.7,1.1,179.8,43.1,Vegetarian,Dairy,Supports Bone Health
Cauliflower (89g),Vegetable,572.3,23.0,15.3,38.4,9.1,234.3,89.7,138.4,2.38,8.6,174.2,3.6,267.7,104.4,Vegetarian,Dairy,Improves Digestion
Bottle Gourd (83g),Vegetable,238.7,20.6,18.6,59.6,2.7,525.2,81.0,96.9,2.15,7.9,148.8,4.0,31.3,98.9,Diabetic-Friendly,None,Improves Digestion
Bottle Gourd (111g),Vegetable,180.0,20.8,0.3,40.5,2.9,447.6,27.4,48.8,1.35,1.6,267.7,0.5,311.0,30.3,Vegan,Soy,Improves Digestion
Bottle Gourd (94g),Vegetable,351.1,18.1,19.7,23.8,3.9,222.2,42.9,144.6,0.6,0.8,60.5,3.2,31.6,17.5,High-Protein,None,Boosts Immunity
Mushroom (101g),Fungus,211.4,7.2,17.1,40.6,7.0,301.4,88.6,236.4,1.08,5.0,243.4,0.4,322.4,122.6,Vegan,Gluten,Supports Bone Health
Brinjal (90g),Vegetable,406.7,2.2,26.0,30.3,1.8,529.6,13.5,29.3,0.48,2.5,217.8,4.5,250.0,72.1,Diabetic-Friendly,Nuts,Heart Healthy
Chickpeas (116g),Legume,573.8,12.1,2.3,26.2,10.7,185.8,71.8,394.0,0.44,4.4,122.9,3.8,186.9,54.2,Diabetic-Friendly,Soy,Energy Boost
Pineapple (110g),Fruit,396.3,10.8,7.2,38.6,2.7,505.1,51.4,366.3,1.66,2.1,184.8,3.2,156.0,49.8,Vegan,Soy,Energy Boost
Watermelon (101g),Fruit,125.4,3.6,1.5,8.1,1.0,673.9,69.7,194.5,0.91,9.9,173.3,2.3,369.1,74.6,Vegan,None,Supports Bone Health
Bitter Gourd (115g),Vegetable,289.3,8.0,16.4,46.0,6.1,238.9,40.3,180.1,0.74,9.4,131.7,1.1,356.8,66.9,Vegan,Gluten,Improves Digestion
Chickpeas (81g),Legume,255.9,9.1,21.0,28.7,0.6,591.6,87.8,226.0,1.48,9.6,138.0,0.6,255.8,99.3,Vegetarian,Soy,Heart Healthy
Milk (Cow) (100g),Dairy,139.4,17.5,17.8,43.4,2.3,280.5,14.5,64.4,0.99,2.1,96.9,4.9,342.1,94.0,Diabetic-Friendly,Soy,Energy Boost
Mushroom (101g),Fungus,374.8,9.0,8.5,39.8,3.1,777.9,67.8,349.9,2.26,3.0,74.2,3.6,315.3,119.8,High-Protein,Soy,Boosts Immunity
Bottle Gourd (116g),Vegetable,558.2,14.9,22.6,15.3,8.5,686.3,24.8,180.4,0.54,8.8,264.4,1.4,212.7,103.0,Diabetic-Friendly,Dairy,Supports Bone Health
Milk (Cow) (83g),Dairy,364.1,12.8,3.9,43.7,8.7,175.6,51.8,327.0,1.54,8.8,179.0,4.7,44.4,27.9,Vegan,Soy,Heart Healthy
Carrot (83g),Vegetable,420.9,3.3,14.4,3.6,4.1,719.5,46.7,77.1,1.51,7.9,117.5,2.4,236.3,129.6,Vegetarian,None,Supports Bone Health
Spinach (82g),Vegetable,195.0,14.4,25.5,23.5,1.0,579.1,20.1,21.8,0.07,9.0,263.6,0.6,312.6,34.6,Low-Fat,Gluten,Heart Healthy
